Flight,Time (secs),[3d Latitude],[3d Longitude],[3d Altitude M],[3d Altitude Ft],[3d Heading],SPEED (km/h)
Flight 5,990,52.27737,4.706566,537.9,1764.9,238,319.47
Flight 5,1020,52.258125,4.680054,711.3,2333.6,194.8,402.25
Flight 5,1050,52.230129,4.694441,1124.8,3690.4,139.2,429.29
Flight 5,1080,52.204189,4.724362,1600.8,5251.8,155.4,438.55
Flight 5,1110,52.174812,4.748448,2062.6,6767.1,155.8,445.59
Flight 5,1140,52.141926,4.760775,2470.1,8103.9,181.8,481.52
Flight 5,1170,52.103889,4.76233,2790.4,9154.8,182.1,526.34
Flight 5,1200,52.064045,4.764142,3234.8,10612.8,182.1,550.04
Flight 5,1230,52.020424,4.766083,3404.2,11168.6,182.1,625.98
Flight 5,1260,51.972942,4.768239,3818.7,12528.6,182.5,648.2
Flight 5,1290,51.924603,4.764173,4266.8,13998.7,196.9,663.02
Flight 5,1320,51.87944,4.734442,4695.0,15403.6,210.6,681.17
Flight 5,1350,51.83445,4.699348,5152.8,16905.4,211.3,695.24
Flight 5,1380,51.788944,4.663867,5595.5,18357.8,211.3,708.76
Flight 5,1410,51.742577,4.627786,5994.0,19665.2,211.3,712.83
Flight 5,1440,51.694668,4.590588,6273.8,20583.5,211.7,728.58
Flight 5,1470,51.645039,4.552361,6601.8,21659.5,212.4,754.32
Flight 5,1500,51.59481,4.513447,6991.6,22938.2,212.4,766.36
Flight 5,1530,51.544403,4.474748,7377.6,24204.8,211.7,776.54
Flight 5,1560,51.493927,4.436134,7740.8,25396.4,211.7,783.03
Flight 5,1590,51.442066,4.400225,8040.0,26377.9,209.6,800.62
Flight 5,1620,51.389439,4.364873,8326.1,27316.7,209.6,809.88
Flight 5,1650,51.336464,4.328835,8584.2,28163.3,210.3,817.66
Flight 5,1680,51.282974,4.291981,8826.0,28956.8,210.6,831.92
Flight 5,1710,51.22897,4.254611,8882.1,29140.8,210.6,837.47
Flight 5,1740,51.174709,4.217457,8879.7,29132.8,210.6,835.25
Flight 5,1770,51.120609,4.180388,8879.2,29131.2,210.3,833.96
Flight 5,1800,51.066357,4.143535,8879.4,29132,210.3,835.62
Flight 5,1830,51.012096,4.106638,8880.5,29135.4,210.3,840.44
Flight 5,1860,50.958084,4.070041,8878.8,29130,210.3,840.25
Flight 5,1890,50.903915,4.033445,8876.8,29123.3,210.3,839.14
Flight 5,1920,50.849651,3.997149,8877.2,29124.6,210.3,838.96
Flight 5,1950,50.795399,3.960596,8877.6,29126.1,209.9,842.47
Flight 5,1980,50.740955,3.923999,8876.9,29123.7,209.9,843.03
Flight 5,2010,50.686344,3.887532,8875.1,29117.9,209.9,843.22
Flight 5,2040,50.631573,3.850978,8877.0,29124.1,209.9,845.81
Flight 5,2070,50.576797,3.814081,8875.2,29118.1,211,847.29
Flight 5,2100,50.522877,3.774567,8874.6,29116.1,212.1,848.96
Flight 5,2130,50.469116,3.734794,8874.6,29116,212.1,853.59
Flight 5,2160,50.415043,3.695365,8873.1,29111.1,211.7,853.03
Flight 5,2190,50.361126,3.65658,8872.4,29108.9,211.4,850.07
Flight 5,2220,50.307289,3.617967,8872.1,29108.1,211.4,848.22
Flight 5,2250,50.253464,3.579611,8870.4,29102.4,211,844.88
Flight 5,2280,50.199883,3.541169,8871.8,29106.9,211.4,842.85
Flight 5,2310,50.146137,3.502813,8870.0,29101.1,211.4,840.81
Flight 5,2340,50.0923,3.464543,8870.2,29101.6,211.4,841.92
Flight 5,2370,50.0383,3.426187,8869.6,29099.8,211.4,847.1
Flight 5,2400,49.984207,3.388046,8986.5,29483.1,211,848.03
Flight 5,2430,49.929443,3.34939,9147.4,30011.2,211.4,859.7
Flight 5,2460,49.874397,3.310561,9305.4,30529.4,211.4,864.14
Flight 5,2490,49.819023,3.271734,9453.4,31015.2,211,860.81
Flight 5,2520,49.764072,3.233249,9477.7,31094.7,211,856.92
Flight 5,2550,49.709114,3.194893,9476.7,31091.6,211,859.14
Flight 5,2580,49.654175,3.156451,9475.1,31086.2,211.4,856.92
Flight 5,2610,49.599575,3.11831,9474.1,31083.1,211.4,855.07
Flight 5,2640,49.545135,3.080683,9475.1,31086.4,211.4,857.29
Flight 5,2670,49.490696,3.043014,9474.9,31085.7,211.7,863.03
Flight 5,2700,49.436443,3.005645,9474.4,31084.1,212.1,864.51
Flight 5,2730,49.382355,2.968319,9472.2,31076.8,212.1,859.88
Flight 5,2760,49.328861,2.931465,9471.5,31074.5,211.7,854.33
Flight 5,2790,49.275375,2.89474,9471.1,31073.1,211.7,851.36
Flight 5,2820,49.222225,2.858615,9471.9,31075.8,211.4,850.07
Flight 5,2850,49.169071,2.822362,9470.9,31072.7,211.4,849.51
Flight 5,2880,49.115849,2.786066,9471.3,31073.8,211.4,850.07
Flight 5,2910,49.062447,2.749856,9469.5,31067.9,211.4,849.88
Flight 5,2940,49.009045,2.713603,9470.6,31071.5,211.4,852.29
Flight 5,2970,48.955471,2.677522,9507.5,31192.6,211.4,856.74
Flight 5,3000,48.902321,2.641783,9661.0,31696.3,211.8,855.07
Flight 5,3030,48.849689,2.606346,9806.6,32173.7,211.8,848.96
Flight 5,3060,48.79723,2.571037,9952.9,32653.8,211.8,845.25
Flight 5,3090,48.744427,2.535728,10101.8,33142.3,211.4,848.03
Flight 5,3120,48.691883,2.500633,10247.3,33619.8,211.4,845.81
Flight 5,3150,48.639683,2.465925,10419.7,34185.5,211.4,840.25
Flight 5,3180,48.587646,2.431346,10593.1,34754.3,211.1,839.33
Flight 5,3210,48.535786,2.396723,10685.8,35058.5,211.1,845.25
Flight 5,3240,48.483761,2.362273,10684.5,35054.3,210.7,843.4
Flight 5,3270,48.431725,2.327822,10683.6,35051.1,210.7,842.85
Flight 5,3300,48.377209,2.30174,10682.1,35046.2,195.6,840.25
Flight 5,3330,48.317375,2.303252,10682.1,35046.2,185.1,842.1
Flight 5,3360,48.257442,2.308712,10681.8,35045.4,185.1,839.51
Flight 5,3390,48.197521,2.314001,10680.8,35041.9,185.1,835.25
Flight 5,3420,48.13776,2.319118,10680.7,35041.5,185.1,834.7
Flight 5,3450,48.077843,2.325522,10681.4,35044.1,184,837.1
Flight 5,3480,48.01791,2.332527,10680.7,35041.5,183.7,838.4
Flight 5,3510,47.957645,2.339404,10800.8,35435.6,183.7,837.1
Flight 5,3540,47.897541,2.346151,10988.4,36051.2,183.7,829.88
Flight 5,3570,47.837276,2.352727,11150.4,36582.8,183.7,832.1
Flight 5,3600,47.777,2.359303,11311.3,37110.4,183.7,832.29
Flight 5,3630,47.716724,2.365836,11457.9,37591.5,183.7,826.73
Flight 5,3660,47.656029,2.372456,11566.3,37947.1,183.3,827.66
Flight 5,3690,47.595158,2.379075,11680.6,38322.1,183.7,841.55
Flight 5,3720,47.534119,2.385779,11812.1,38753.7,183.3,839.33
Flight 5,3750,47.473259,2.392484,11895.8,39028.2,183.3,835.99
Flight 5,3780,47.412376,2.399103,11893.1,39019.5,183.3,834.14
Flight 5,3810,47.351345,2.405679,11894.5,39024,183.3,832.1
Flight 5,3840,47.290379,2.412255,11894.2,39023,183,833.59
Flight 5,3870,47.22942,2.418831,11893.1,39019.5,183,837.84
Flight 5,3900,47.168465,2.425407,11892.2,39016.5,183,834.33
Flight 5,3930,47.10751,2.431812,11891.0,39012.3,183.3,837.29
Flight 5,3960,47.046555,2.438216,11891.0,39012.5,183.3,836.92
Flight 5,3990,46.985596,2.44462,11891.1,39012.7,183,836.92
Flight 5,4020,46.924728,2.451196,11892.0,39015.9,182.6,842.66
Flight 5,4050,46.86385,2.457782,11889.2,39006.5,183,840.44
Flight 5,4080,46.803005,2.464427,11889.7,39008.3,183,837.66
Flight 5,4110,46.742336,2.470472,11890.5,39010.7,183.7,836.92
Flight 5,4140,46.681904,2.475658,11890.7,39011.6,184,838.77
Flight 5,4170,46.621655,2.480973,11891.2,39013.1,184,832.1
Flight 5,4200,46.561405,2.486331,11891.7,39014.6,184,833.96
Flight 5,4230,46.501331,2.491646,11891.7,39014.7,183.7,831.36
Flight 5,4260,46.441502,2.497132,11892.7,39018.1,183.3,827.47
Flight 5,4290,46.381687,2.502704,11893.0,39019,183.3,824.7
Flight 5,4320,46.321854,2.508062,11894.0,39022.3,183.4,823.58
Flight 5,4350,46.261852,2.513248,11895.2,39026.1,183.4,829.51
Flight 5,4380,46.201527,2.518692,11894.4,39023.8,183.4,828.58
Flight 5,4410,46.141201,2.524007,11894.4,39023.8,182.7,825.44
Flight 5,4440,46.08102,2.529322,11895.9,39028.5,182.7,830.07
Flight 5,4470,46.020687,2.534808,11897.8,39034.7,182.7,834.33
Flight 5,4500,45.960262,2.54008,11896.4,39030.2,182.7,836.18
Flight 5,4530,45.899666,2.545395,11896.7,39031.3,182.7,836.55
Flight 5,4560,45.839161,2.550753,11897.0,39032.3,182.7,836.73
Flight 5,4590,45.778477,2.556239,11898.0,39035.3,182.7,835.07
Flight 5,4620,45.717793,2.561554,11898.2,39036.2,182.7,837.29
Flight 5,4650,45.657112,2.566869,11898.9,39038.5,182.7,836.55
Flight 5,4680,45.596268,2.572184,11899.1,39039.1,182.7,833.03
Flight 5,4710,45.535583,2.577499,11900.1,39042.2,183,832.66
Flight 5,4740,45.474644,2.582599,11899.4,39040,183,834.7
Flight 5,4770,45.413708,2.587571,11900.6,39043.9,183,833.96
Flight 5,4800,45.352596,2.592928,11900.6,39044,182.7,832.66
Flight 5,4830,45.291477,2.598286,11901.2,39045.9,182.7,832.84
Flight 5,4860,45.230293,2.60373,11901.9,39048.3,182.7,835.44
Flight 5,4890,45.168926,2.609045,11902.9,39051.7,183,837.1
Flight 5,4920,45.107559,2.614231,11902.8,39051.2,182.3,836.36
Flight 5,4950,45.046021,2.621133,11904.8,39057.8,181.3,840.81
Flight 5,4980,44.984566,2.628508,11903.7,39054.2,181.3,838.03
Flight 5,5010,44.922596,2.635582,11904.5,39056.8,181.6,843.59
Flight 5,5040,44.860542,2.6424,11904.4,39056.5,181.6,845.62
Flight 5,5070,44.798153,2.652864,11905.3,39059.5,177.8,848.59
Flight 5,5100,44.735748,2.66556,11905.0,39058.3,177.8,849.14
Flight 5,5130,44.673004,2.678128,11906.2,39062.4,177.8,852.48
Flight 5,5160,44.609928,2.690438,11906.1,39062.1,178.1,852.29
Flight 5,5190,44.546829,2.702834,11908.1,39068.7,178.1,858.03
Flight 5,5220,44.483414,2.715144,11907.3,39066,178.1,858.59
Flight 5,5250,44.419643,2.727368,11908.1,39068.6,178.1,858.59
Flight 5,5280,44.355957,2.739678,11907.6,39067,178.1,859.7
Flight 5,5310,44.292103,2.752374,11910.3,39075.9,177.8,861.18
Flight 5,5340,44.228077,2.764899,11908.2,39068.9,177.8,862.11
Flight 5,5370,44.164211,2.777466,11910.1,39075,177.8,860.44
Flight 5,5400,44.100189,2.79012,11908.6,39070.1,177.4,857.48
Flight 5,5430,44.036163,2.802687,11909.8,39074.1,177.4,855.99
Flight 5,5460,43.972305,2.815126,11911.5,39079.6,177.4,860.07
Flight 5,5490,43.908283,2.827221,11910.2,39075.5,177.4,859.33
Flight 5,5520,43.844677,2.83936,11911.4,39079.3,177.4,858.77
Flight 5,5550,43.780918,2.850554,11911.4,39079.5,181,855.99
Flight 5,5580,43.717396,2.85235,11911.9,39081,184.5,853.96
Flight 5,5610,43.653885,2.853459,11912.1,39081.6,184.5,850.07
Flight 5,5640,43.59063,2.854396,11912.1,39081.7,184.5,847.85
Flight 5,5670,43.527542,2.855334,11811.5,38751.7,184.5,853.4
Flight 5,5700,43.464802,2.856229,11666.3,38275.2,184.1,849.14
Flight 5,5730,43.401882,2.857037,11522.4,37803.2,183.4,849.51
Flight 5,5760,43.338806,2.858146,11378.5,37330.9,183.8,849.33
Flight 5,5790,43.275555,2.858955,11240.0,36876.5,183.1,856.92
Flight 5,5820,43.212555,2.85985,11100.5,36418.9,183.1,859.7
Flight 5,5850,43.149548,2.861174,10957.1,35948.6,183.8,860.62
Flight 5,5880,43.087074,2.861725,10705.8,35124,183.1,846.73
Flight 5,5910,43.024769,2.862362,10695.2,35089.2,182.7,851.18
Flight 5,5940,42.96236,2.863385,10563.8,34658.2,182.7,848.77
Flight 5,5970,42.899109,2.864237,9970.7,32712.2,181.7,870.25
Flight 5,6000,42.834396,2.865303,9394.7,30822.6,181.7,875.26
Flight 5,6030,42.768822,2.866413,8822.3,28944.6,182.4,885.07
Flight 5,6060,42.704109,2.86087,8410.2,27592.5,188,866.92
Flight 5,6090,42.641453,2.85331,8039.8,26377.1,187.3,850.44
Flight 5,6120,42.579914,2.846309,7563.7,24815.3,187.7,839.14
Flight 5,6150,42.519058,2.839393,7124.6,23374.8,188,834.88
Flight 5,6180,42.459152,2.832262,6824.6,22390.4,189.4,830.07
Flight 5,6210,42.399586,2.818695,6512.9,21367.9,193.6,833.77
Flight 5,6240,42.340366,2.804483,6164.6,20224.9,193.6,824.51
Flight 5,6270,42.28149,2.790486,5797.4,19020.5,194,815.44
Flight 5,6300,42.223812,2.776704,5427.3,17806.1,193.7,791.73
Flight 5,6330,42.167324,2.763179,5034.0,16515.9,193.7,766.91
Flight 5,6360,42.11129,2.749869,4581.3,15030.7,194,761.91
Flight 5,6390,42.055939,2.736044,4155.3,13632.8,194.4,750.99
Flight 5,6420,42.001686,2.722562,3738.5,12265.3,194.7,737.47
Flight 5,6450,41.948132,2.70938,3333.9,10937.9,194.7,719.69
Flight 5,6480,41.897152,2.696714,3163.7,10379.6,194.4,676.54
Flight 5,6510,41.847206,2.684304,2995.9,9829.1,193,670.79
Flight 5,6540,41.799652,2.66224,2845.6,9335.8,208.8,666.72
Flight 5,6570,41.756393,2.627815,2781.0,9124,213.7,668.2
Flight 5,6600,41.714249,2.593605,2783.6,9132.7,213.4,664.87
Flight 5,6630,41.672462,2.559911,2722.6,8932.3,213.4,623.57
Flight 5,6660,41.63409,2.528705,2672.6,8768.4,213,567.82
Flight 5,6690,41.598984,2.500503,2606.3,8550.9,212.7,505.97
Flight 5,6720,41.567059,2.474747,2517.7,8260,213,475.04
Flight 5,6750,41.536331,2.449764,2349.3,7707.6,213.4,471.89
Flight 5,6780,41.505859,2.42521,2211.6,7255.7,214.4,457.07
Flight 5,6810,41.476589,2.401343,1981.2,6500,215.5,447.26
Flight 5,6840,41.447159,2.377476,1699.0,5574,214.1,448.0
Flight 5,6870,41.417713,2.353951,1428.5,4686.6,214.1,446.33
Flight 5,6900,41.388966,2.330814,1202.9,3946.5,216.2,443.74
Flight 5,6930,41.371025,2.296261,966.4,3170.5,249.6,427.07
Flight 5,6960,41.358757,2.258618,748.9,2457,246.8,390.59
Flight 5,6990,41.347179,2.225438,591.1,1939.4,246.4,355.95
Flight 5,7020,41.337307,2.196206,455.2,1493.5,246.1,307.06
Flight 5,7050,41.328472,2.170322,336.3,1103.4,244.3,277.24
Flight 5,7080,41.31971,2.144909,211.5,693.7,243.6,280.39
Flight 5,7110,41.310959,2.119111,96.8,317.5,242.9,274.28
Flight 5,7320,41.301174,2.076405,6.4,21,17.9,84.45
Flight 6,60,52.321716,4.725231,-1.2,-4,144.9,83.71
Flight 6,540,52.29649,4.738074,329.9,1082.2,175.9,320.4
Flight 6,570,52.273102,4.748413,635.4,2084.8,163.6,368.18
Flight 6,600,52.243397,4.762228,809.3,2655.1,165.7,460.22
Flight 6,630,52.208172,4.766171,1200.5,3938.6,183.6,489.85
Flight 6,660,52.170818,4.761275,1689.3,5542.4,182.6,504.3
Flight 6,690,52.132946,4.757194,2166.8,7108.8,181.9,522.26
Flight 6,720,52.094467,4.752855,2643.8,8674,183,529.49
Flight 6,750,52.055302,4.747486,3067.0,10062.4,183,538.01
Flight 6,780,52.013134,4.741989,3279.4,10759.3,183,600.23
Flight 6,810,51.96719,4.735805,3666.4,12028.9,183,635.42
Flight 6,840,51.921677,4.717991,4145.9,13602.1,198.9,639.13
Flight 6,870,51.877701,4.684728,4517.0,14819.6,203.5,651.53
Flight 6,900,51.831852,4.649834,4920.5,16143.3,203.1,670.79
Flight 6,930,51.784962,4.614038,5344.0,17532.9,203.1,684.68
Flight 6,960,51.737301,4.577556,5772.4,18938.4,203.2,693.57
Flight 6,990,51.689117,4.540774,6180.4,20276.9,202.8,703.76
Flight 6,1020,51.640091,4.503476,6551.7,21494.9,203.2,713.21
Flight 6,1050,51.590359,4.465621,6889.0,22601.6,202.8,726.35
Flight 6,1080,51.539364,4.42708,7217.8,23680.5,202.9,738.95
Flight 6,1110,51.487667,4.388065,7521.2,24675.8,203.2,745.8
Flight 6,1140,51.435028,4.348236,7798.8,25586.8,203.2,756.17
Flight 6,1170,51.381184,4.307763,8060.7,26446,204,761.91
Flight 6,1200,51.326149,4.266303,8278.9,27161.9,204.7,772.84
Flight 6,1230,51.269562,4.225272,8468.6,27784,203.7,781.36
Flight 6,1260,51.210228,4.18673,8638.2,28340.4,203.7,789.69
Flight 6,1290,51.149357,4.147244,8799.5,28869.6,204.7,793.77
Flight 6,1320,51.087097,4.106599,8941.1,29334.2,205.1,810.44
Flight 6,1350,51.023808,4.065011,9172.9,30094.7,205.5,812.29
Flight 6,1380,50.960361,4.023207,9446.2,30991.4,207.6,806.36
Flight 6,1410,50.896904,3.981403,9676.9,31748.3,208,800.8
Flight 6,1440,50.833115,3.939386,9910.7,32515.5,208.3,795.62
Flight 6,1470,50.769489,3.897668,10047.5,32964.2,208.4,790.62
Flight 6,1500,50.70578,3.856122,10054.5,32987.2,208,794.14
Flight 6,1530,50.640869,3.814061,10052.9,32982,208,806.92
Flight 6,1560,50.575783,3.771786,10051.7,32978.1,208.4,804.32
Flight 6,1590,50.513607,3.722515,10052.2,32979.5,214.4,804.69
Flight 6,1620,50.452053,3.671099,10051.2,32976.5,214.4,805.06
Flight 6,1650,50.390667,3.619854,10053.8,32985,214.4,805.25
Flight 6,1680,50.329182,3.568781,10052.7,32981.4,214.4,803.77
Flight 6,1710,50.267521,3.517837,10053.5,32984,214.5,806.73
Flight 6,1740,50.205536,3.467021,10054.0,32985.6,214.1,805.25
Flight 6,1770,50.143539,3.41642,10054.8,32988.3,214.1,808.21
Flight 6,1800,50.081375,3.366034,10056.0,32992.1,214.5,813.4
Flight 6,1830,50.019043,3.315304,10053.9,32985.4,214.2,819.32
Flight 6,1860,49.956444,3.264574,10055.3,32989.9,214.2,818.4
Flight 6,1890,49.893688,3.214016,10053.6,32984.1,213.9,817.47
Flight 6,1920,49.831081,3.16363,10051.9,32978.5,213.9,820.81
Flight 6,1950,49.768322,3.113372,10055.5,32990.5,214.6,823.95
Flight 6,1980,49.705719,3.063758,10053.5,32983.9,215,820.62
Flight 6,2010,49.643295,3.014445,10054.2,32986.3,216.7,820.07
Flight 6,2040,49.581387,2.964873,10055.0,32988.9,218.2,806.36
Flight 6,2070,49.519829,2.915259,10054.2,32986.2,217.8,802.84
Flight 6,2100,49.458519,2.866032,10054.9,32988.4,217.5,798.58
Flight 6,2130,49.393776,2.823885,10055.9,32991.7,209.8,800.62
Flight 6,2160,49.32732,2.785858,10057.3,32996.5,209.8,801.36
Flight 6,2190,49.260517,2.747659,10056.4,32993.4,209.4,806.36
Flight 6,2220,49.193546,2.709976,10058.9,33001.7,209.5,804.88
Flight 6,2250,49.126736,2.672249,10056.6,32994.1,209.5,804.69
Flight 6,2280,49.059601,2.634609,10056.9,32995.2,209.5,805.81
Flight 6,2310,48.992466,2.596753,10058.8,33001.2,209.5,807.1
Flight 6,2340,48.9254,2.558941,10058.0,32998.8,209.5,805.81
Flight 6,2370,48.858162,2.521343,10057.8,32998,209.5,805.43
Flight 6,2400,48.791027,2.483574,10058.7,33001.1,209.6,808.95
Flight 6,2430,48.723545,2.446191,10060.2,33005.8,209.6,810.44
Flight 6,2460,48.656223,2.408721,10058.1,32999.1,209.2,812.66
Flight 6,2490,48.588913,2.371339,10059.0,33002,209.3,812.84
Flight 6,2520,48.521679,2.334213,10058.6,33000.8,208.9,812.29
Flight 6,2550,48.451363,2.307258,10058.5,33000.5,194.5,807.47
Flight 6,2580,48.37735,2.302318,10060.4,33006.7,183.6,805.06
Flight 6,2610,48.302822,2.30343,10058.4,33000.1,184,803.95
Flight 6,2640,48.22847,2.30437,10060.7,33007.6,184,803.77
Flight 6,2670,48.153954,2.304966,10060.5,33006.9,184,805.06
Flight 6,2700,48.079678,2.306121,10060.0,33005.2,183.4,804.32
Flight 6,2730,48.00523,2.308177,10060.8,33007.7,183,803.4
Flight 6,2760,47.930714,2.310275,10060.4,33006.5,183.4,805.06
Flight 6,2790,47.856014,2.312288,10061.8,33011.2,183.4,804.32
Flight 6,2820,47.78149,2.314001,10060.3,33006.2,183.4,804.88
Flight 6,2850,47.706619,2.315713,10062.4,33013,183.8,807.29
Flight 6,2880,47.631924,2.317425,10062.2,33012.5,183.8,807.29
Flight 6,2910,47.557228,2.31918,10062.7,33014.2,183.8,807.29
Flight 6,2940,47.482361,2.32085,10062.6,33013.7,183.5,808.58
Flight 6,2970,47.407661,2.322734,10062.8,33014.4,183.5,809.14
Flight 6,3000,47.332794,2.324618,10063.2,33015.9,183.5,810.44
Flight 6,3030,47.258095,2.326201,10061.2,33009.2,183.2,810.25
Flight 6,3060,47.183399,2.328043,10064.1,33018.6,183.2,811.18
Flight 6,3090,47.108704,2.329884,10064.2,33019.1,183.2,811.18
Flight 6,3120,47.034351,2.331811,10061.3,33009.5,183.2,807.47
Flight 6,3150,46.960159,2.333523,10064.0,33018.4,183.6,805.62
Flight 6,3180,46.885815,2.335965,10064.3,33019.3,179.4,803.95
Flight 6,3210,46.81181,2.347119,10064.0,33018.3,177.7,801.55
Flight 6,3240,46.737881,2.357457,10063.4,33016.3,178,798.58
Flight 6,3270,46.664124,2.367581,10065.2,33022.2,178,798.58
Flight 6,3300,46.590321,2.377485,10065.4,33022.9,177.7,799.14
Flight 6,3330,46.516602,2.387475,10065.6,33023.8,177.7,799.88
Flight 6,3360,46.442867,2.397722,10065.0,33021.6,177.4,798.58
Flight 6,3390,46.368977,2.40767,10066.5,33026.6,177.8,801.73
Flight 6,3420,46.294899,2.417745,10067.1,33028.4,177.8,803.4
Flight 6,3450,46.220985,2.427564,10066.7,33027.3,177.4,804.69
Flight 6,3480,46.146671,2.437511,10066.0,33024.9,177.5,806.36
Flight 6,3510,46.072514,2.4475,10067.1,33028.6,177.8,806.55
Flight 6,3540,45.998356,2.457233,10067.4,33029.4,177.5,806.55
Flight 6,3570,45.924194,2.46718,10067.5,33029.9,177.5,807.66
Flight 6,3600,45.850132,2.476955,10068.8,33034.3,177.9,807.84
Flight 6,3630,45.77623,2.486774,10067.4,33029.4,177.9,804.51
Flight 6,3660,45.702503,2.496635,10068.5,33033,177.9,802.1
Flight 6,3690,45.628948,2.506324,10068.7,33033.8,177.9,799.88
Flight 6,3720,45.555397,2.516014,10068.4,33032.9,177.9,799.69
Flight 6,3750,45.482002,2.525532,10070.2,33038.6,178,800.43
Flight 6,3780,45.408455,2.535093,10071.1,33041.6,178,801.18
Flight 6,3810,45.335068,2.544739,10070.0,33038.1,178,801.73
Flight 6,3840,45.261856,2.554257,10069.9,33037.7,178,804.14
Flight 6,3870,45.188637,2.563775,10071.0,33041.4,178,804.88
Flight 6,3900,45.115437,2.573164,10071.4,33042.7,178,804.88
Flight 6,3930,45.042221,2.582596,10072.0,33044.5,178.1,804.14
Flight 6,3960,44.969181,2.592028,10071.3,33042.3,178.1,803.95
Flight 6,3990,44.896297,2.601289,10071.5,33043,178.8,801.73
Flight 6,4020,44.823269,2.610206,10073.0,33047.8,178.8,801.73
Flight 6,4050,44.750572,2.619509,10072.0,33044.5,178.8,800.62
Flight 6,4080,44.677879,2.628684,10072.9,33047.7,178.5,799.32
Flight 6,4110,44.605186,2.63803,10072.4,33045.8,178.5,798.77
Flight 6,4140,44.532738,2.647376,10075.2,33055.1,178.5,800.8
Flight 6,4170,44.460468,2.656679,10073.5,33049.6,178.5,802.29
Flight 6,4200,44.388199,2.665897,10074.8,33053.7,178.6,803.03
Flight 6,4230,44.315929,2.6749,10073.4,33049.3,178.6,800.43
Flight 6,4260,44.244011,2.683903,10075.1,33054.7,178.2,801.73
Flight 6,4290,44.172085,2.692949,10074.9,33054.2,178.3,803.03
Flight 6,4320,44.10033,2.701909,10075.1,33055,178.3,800.99
Flight 6,4350,44.02874,2.710911,10075.7,33056.6,178.3,798.21
Flight 6,4380,43.957249,2.719743,10075.3,33055.3,178.3,796.92
Flight 6,4410,43.885921,2.728574,10076.2,33058.3,178.3,796.17
Flight 6,4440,43.81469,2.737362,10077.7,33063.2,178.3,796.36
Flight 6,4470,43.743462,2.746065,10076.2,33058.5,178.4,797.84
Flight 6,4500,43.672302,2.754853,10080.1,33071.3,178.4,801.92
Flight 6,4530,43.600983,2.763556,10078.7,33066.6,178,805.99
Flight 6,4560,43.529648,2.772344,10078.4,33065.6,177.7,812.47
Flight 6,4590,43.458508,2.781218,10078.1,33064.6,177.7,805.43
Flight 6,4620,43.388035,2.789878,10078.7,33066.5,178.1,801.92
Flight 6,4650,43.317219,2.798408,9981.6,32748.2,178.1,807.47
Flight 6,4680,43.245472,2.807154,9832.7,32259.7,178.1,820.62
Flight 6,4710,43.17371,2.815728,9692.2,31798.6,178.1,821.92
Flight 6,4740,43.102222,2.824344,9551.3,31336.2,178.2,824.33
Flight 6,4770,43.031414,2.833175,9394.0,30820.1,178.2,821.18
Flight 6,4800,42.962318,2.841792,9077.7,29782.3,179.2,810.99
Flight 6,4830,42.894592,2.849851,8743.8,28687.1,180.3,793.4
Flight 6,4860,42.827999,2.857523,8421.2,27628.7,180.3,779.14
Flight 6,4890,42.762089,2.86408,8098.5,26569.9,183.9,769.32
Flight 6,4920,42.697968,2.859951,7773.5,25503.6,191.3,762.84
Flight 6,4950,42.635063,2.852561,7442.6,24418.1,191.3,762.1
Flight 6,4980,42.573257,2.845342,7124.7,23374.9,191.3,749.69
Flight 6,5010,42.512489,2.838466,6811.6,22347.7,191.3,739.13
Flight 6,5040,42.453182,2.831161,6498.2,21319.6,193.8,732.65
Flight 6,5070,42.396111,2.818063,6183.4,20286.8,197,711.54
Flight 6,5100,42.340233,2.804621,5876.2,19278.8,197.3,695.61
Flight 6,5130,42.28521,2.791437,5565.6,18259.9,197.3,679.68
Flight 6,5160,42.231144,2.778339,5267.2,17280.8,197,663.76
Flight 6,5190,42.178795,2.75876,4837.0,15869.3,209.7,680.05
Flight 6,5220,42.127975,2.730256,4499.8,14763.1,210.1,689.68
Flight 6,5250,42.076477,2.701922,4164.4,13662.9,209.7,692.46
Flight 6,5280,42.024982,2.673632,3833.6,12577.6,209.4,682.46
Flight 6,5310,41.974171,2.645771,3501.4,11487.5,209,690.98
Flight 6,5340,41.924561,2.61851,3153.9,10347.4,208,685.43
Flight 6,5370,41.877022,2.59271,3004.3,9856.5,207.3,647.46
Flight 6,5400,41.832813,2.568797,2837.1,9308,206.6,613.75
Flight 6,5430,41.792034,2.546772,2786.8,9143.1,207.7,556.53
Flight 6,5460,41.75428,2.525992,2655.4,8711.9,207,524.67
Flight 6,5490,41.717724,2.505684,2478.2,8130.5,207.7,509.11
Flight 6,5520,41.68364,2.487307,2449.5,8036.3,207.8,463.74
Flight 6,5550,41.651283,2.469746,2275.7,7466.1,207.4,458.93
Flight 6,5580,41.619095,2.452613,2108.7,6918.4,206.4,451.7
Flight 6,5610,41.587418,2.435524,1945.1,6381.4,205.7,450.59
Flight 6,5640,41.556103,2.418606,1775.5,5825,205.4,445.96
Flight 6,5670,41.524944,2.401903,1587.5,5208.4,205.7,444.67
Flight 6,5700,41.493961,2.385285,1430.8,4694.4,206.1,435.59
Flight 6,5730,41.46349,2.368368,1240.0,4068.2,205.4,433.74
Flight 6,5760,41.433193,2.351836,1120.6,3676.7,203.7,421.14
